Date,Heure,Humidite_%,Temperature_C,Luminosite_%,Score,Etat,LED_VERTE,LED_ROUGE,Prediction,Etat_Reel
2026-04-19,06:25:54,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:25:55,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:25:56,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:25:57,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:25:59,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:00,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:01,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:03,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:04,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:05,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:06,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:08,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:09,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:10,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:12,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:13,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:14,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:16,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:17,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:18,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:19,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:21,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:22,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:23,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:25,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:26,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:27,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:29,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:30,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:31,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:32,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:34,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:35,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:36,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:38,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:39,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:40,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:41,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:43,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:44,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:45,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:47,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:48,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:49,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:50,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:52,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:53,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:54,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:56,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:57,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:58,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:26:59,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:01,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:02,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:03,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:05,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:06,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:07,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:09,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:10,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:11,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:12,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:14,76.0,38.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:15,76.0,39.0,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:16,76.0,42.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:18,76.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:19,76.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:20,76.0,48.5,6.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:21,76.0,48.5,18.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:23,76.0,48.5,50.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:24,76.0,48.5,50.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:25,76.0,48.5,50.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:27,76.0,48.5,50.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:28,76.0,48.5,50.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:29,71.0,48.5,50.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:31,57.0,48.5,50.0,55,SOL SEC - IRRIGATION BIENTOT,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:27:32,21.0,48.5,50.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:27:40,18.0,48.5,50.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:27:48,18.0,48.5,50.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:27:57,18.0,48.5,50.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:28:05,18.0,48.5,50.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:28:13,18.0,48.5,50.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:28:21,18.0,48.5,44.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:28:29,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:28:38,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:28:46,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:28:54,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:29:02,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:29:10,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:29:18,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:29:27,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:29:35,18.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:29:43,32.0,48.5,2.0,80,SOL TRES SEC - IRRIGATION ACTIVEE,ON,ON,IRRIGATION,IRRIGATION
2026-04-19,06:29:51,79.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:29:52,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:29:54,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:29:55,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:29:56,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:29:58,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:29:59,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:00,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:01,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:03,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:04,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:05,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:07,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:08,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:09,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:10,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:12,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:13,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:14,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:16,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:17,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
